,rating,submission_time,review_text,product_name,brand_name,rule_patterns_sentiment,dominant_topic
16,3,2023-03-15,It’s super glossy and looks amazing but doesn’t last very long after use.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
17,5,2023-03-15,"i have used this for about almost a year, and my lips are so soft once i use this! not only do i use it at night, but just when i need a quick moisturizing pick up for my lips :)",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
18,5,2023-03-15,"I have this in every colour except for sweet candy which will be my next purchase but I got the kit with the 5 minis for christmas and I honestly love these so much, I wake up and my lips are instantly smooth, I can also use it as a lipgloss and it’s honestly my favourite lip product ever.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
19,2,2023-03-15,There’s nothing wrong with it but i think it was overhyped on tiktok. It actually made my lips a little dry.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,0.0
20,1,2023-03-14,Just like  Aquaphor just get something cheaper it’s just overrated. It’s good but they also animal test. ￼,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
21,5,2023-03-14,I just started using it but from the first night my lips felt way better. The next morning they even looked fuller which I’m not sure if that’s the intention but still! And the berry smell is so good!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
22,5,2023-03-14,This lip balm is the best I ever had. It works. It hydrates and last long. It has everything you need in a balm. It even has a little spatula that you can use to scoop the product easily and cleanly.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
23,2,2023-03-14,"Not worth the hype. My lips are still dry after using this product nightly,  had much better results with the Ilia Lip Wrap, and it’s a cleaner product.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
24,5,2023-03-14,Super hydrating and smells really good unlike certain lip masks,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
25,4,2023-03-13,i love this product!! it leaves my lips so hydrated and the colour is immaculate,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
26,1,2023-03-13,i really tried to love this ☹️ i wore it to sleep every night for a month but every time i woke up with lips chapped and peeling.overhyped and not worth the money- just use vasaline,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
27,5,2023-03-13,Love this!!! I’m obsessed with the Gummy bear scent. This stuff is so thick and creamy. Lasts for hours.  Very hydrating. Loved it so much I bought the daytime gloss! Candy also smells amazing!!!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
28,4,2023-03-12,I love this lippy…it makes my lips soft and also is helping my acne scars to fake and no idea why!!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,1.0
29,1,2023-03-12,"dried my lips out sooooooo bad. literally were cracked, peeling, and bleeding. I stopped using it and it got better. def do not recommend buying this",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,0.0
30,1,2023-03-12,"I used this product daily last week, and my lips hurt. I stopped using it and just used Aquaphor to heal them, and they are doing much better. I might be allergic to this product.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
31,2,2023-03-12,"I really loved this product and did use the whole thing, it lasted over 6 months and I thought did a decent job. The only problem is that I noticed part of my lip started to get super dry and no matter how much I used, how frequently I reapplied, exfoliated my lips, it did not get better. Nothing else in my routine changed except for adding this product in so this did cause my lips to dry out and didn’t fix it. It’s not worth the price, Vaseline works just as good and never dried my lips out.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
32,5,2023-03-12,"This product is amazing! I use it before bed, and also throughout the day as a lip balm. It’s so smooth and feels amazing! It doesn’t have a sticky feeling at all. My lips are soft and smooth since adding this my routine. I will definitively be purchasing again.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
33,2,2023-03-12,In my opinion it’s very over hyped. It’s not very moisturizing (I prefer Tarte Jelly Glaze over this and it’s also half the price) which is the whole point. It’s not horrible but it’s not good either.  Plus I’m pretty sure they test on animals so that doesn’t make me appealed to buy again.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
34,4,2023-03-12,I almost want to wear this all day long. It’s so tasty and so pretty when it’s on. The only reason I didn’t give it a 5 star is because it doesn’t really stay on long enough. Definitely not all night long.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
35,5,2023-03-11,It is so moisturizing and keeps my lips super soft and hydrated.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
36,5,2023-03-11,"I am super impressed with this lip mask. I use it at bedtime and wake up with soft lips! ( I struggle with cracked and peeling lips every winter ) I also use it on top of my lip liner in the morning for a plumped, soft look.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
37,1,2023-03-11,I used to like this product until I found out it has BHT in it which is HAZARDOUS. Please do your research on the ingredients and you’ll see this is horrible for you and your body especially if ingested.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,2.0
38,5,2023-03-11,"love this so much! I use it everyone night and it keeps my lips so hydrated because they used to always be so dry and chapped! 5 stars, 100% recommend!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
39,5,2023-03-10,Obsessed with this! The first few days I wasn’t seeing ton of results but after using it consistently for a bit my lips are no longer chapped. I don’t have to reapply chapstick throughout the day. My lips also look fuller! Wasn’t excited about the price but a small amount works well.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,2.0
40,2,2023-03-10,I’ve been using for a couple months now and it seems great when you first apply however I’ve seen no improvement in the long run. Luis are still dry and peeling.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
41,2,2023-03-10,I wanted to love this product so bad because of all the amazing reviews but it honestly makes my lips so disgustingly chapped. I’ve used other lip masks that this hasn’t happened with and went back to try the laniege one again and it gave me chapped lips again :(,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,3.0
42,5,2023-03-09,"I’ve never used this kind of product, I tend to be very minimalist. After 1 night, I was already so impressed I had it mailed to a girlfriend as a gift. as far as scents go, if you’re shopping online - all of the other ones are strong smells, it all smells like 90s chapstick. This one is milder, easier to go to sleep next to someone imho",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
43,2,2023-03-09,"Don’t waste your money. I had gotten this as a sample, and used it as the directions said, it was very hydrating but overnight my lips were still dry... it’d supposed to hydrate my lips overnight. Maybe I’m just wrong",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,1.0
44,3,2023-03-09,ive tried my friend’s a few times and it does good and smell nice but there are definitely dupes like the burts bee lip treatment that are much cheaper and as good,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
45,5,2023-03-09,My lips were always so dry but this product made them so soft and hydrated. I put it on at night but also during the day over a lip tint. Love it!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
46,5,2023-03-08,"It works, makes my lips soft so I don’t need to use chapstick throughout the day. Sometimes I use it as lip-gloss instead of a night mask.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
47,5,2023-03-08,Literally love all of Laneige products. The lip sleeping mask has an amazing slip and it’s just the perfect overnight mask. Not sticky at all.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
48,5,2023-03-08,"I’ve had this lip sleeping mask for over a year now and it is the best overnight lip mask. When applied to my lips, it feels super soft and does not feel sticky. When I wake up, my lips are super soft and smooth. 10/10 get it now.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
49,5,2023-03-08,"So good. I love the smell and I bought 3 times to use this product, we can use this lip sleeping mask in half a year, it is not expensive for 0.70.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
50,5,2023-03-08,Amazing!!! My lips literally react so badly to every single lip balm or chapstick. I had a allergic reaction to jack black spf lip balm and this saved my lips!! They are super soft and moisturized (:,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
51,5,2023-03-08,I use this every single night right before I go to bed and it leaves my lips super smooth in the morning!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
52,5,2023-03-08,"I have these in vanilla and sweet candy. I use them every day, multiple times a day. They hydrate much better than standard lip balms, and they last forever. I’ve definitely had them for over a year—they they don’t change in consistency or effectiveness.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
53,5,2023-03-07,This product is amazing. It really does smell likes gummy bears and leaves the best moisturizing feeling for a period of time. Stays shiny like a gloss,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
54,3,2023-03-07,"This product is marketed as a sleeping mask but i would say its more of a lip balm. It doesnt hydrate at all so dont turn to this looking to help dry lips. It doesnt last long at all. But it does look pretty on the lips, is not sticky, and has a really nice buttery texture. Just wish that wasnt the only upside!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
55,5,2023-03-07,"This product is a DEFINITE must for chapped lips! I get really chapped lips when I’m stressed out, especially in the winter and it saved my life!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
56,5,2023-03-07,Love it!!!! Use it every night and it keeps my lips juicy throughout the whole day even in winter storms #canada. Highly recommend (it tastes great too),Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
57,2,2023-03-07,"Received this in the Sephora birthday pack. Wanted to love this strawberry scented lip mask, but it didn’t do much for me. Actually left my lips feeling a little drier. I fine almost any other lip balm works better.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
58,4,2023-03-07,after using this product for weeks it makes my lips feel very nice and you don’t really need a lot at a time so for the price i’d say it’s worth it because u don’t need to use that much it also doubles as a lipgloss!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
59,5,2023-03-07,I’ve been using this for over 2 weeks now and it’s sooooo good. keeps my lips baby soft and it smells so nice and sweet too. 10/10 recommend,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
60,5,2023-03-06,It keeps my lips so glossy & hydrated !!! You can use as lip gloss if you want too :))),Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
61,5,2023-03-06,"Je ne comprenais tellement pas pourquoi tout le monde se lançait sur ce produit jusqu’a ce que je l’essaie moi-même. Il hydrate tellement bien les lèvre, il sent trop bon est n’est pas désagréable. Perso, je le porterais jour comme nuit, avec mes lèvres sèches, ce produit me donne l’impression de renaître. En plus, il vient avec un petit applicateur, donc pas besoin d’avoir le doigt tout gras en prélèvent dedans. J’adore! Je ne pourrais plus m’en passer! Il devrait toutes fois sortir plus d’odeur qui sont plus douce.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Neutral,4.0
62,5,2023-03-06,"love her! as a sleeping mask, i don’t think you could ask for anything better",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
63,2,2023-03-06,really not worth it to be honest. barely hydrates my lips. so expensive and not cruelty free. kinda worth it cause of packaging . i was so hyped when i bought save ur money and buy some aquaphor instead,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
64,5,2023-03-06,"Amazing product for dry lips. It is a mask, so you apply before bed then wipe excess in the morning. It smells so good you just wanna chew your lips off(I wont of course lol). Great product for out of control dry lips like mine!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
65,5,2023-03-05,Really like this product for before bed. It’s super hydrating and doesn’t feel tacky. The scents are great too!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
66,5,2023-03-05,"This is now my second time purchasing this product. It is super hydrating, also nice to wear during the day as well.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
67,5,2023-03-05,Within just a few days of using this lip mask my dry lips from the cold dry winter feel so much better. Not overly greasy and easy to sleep with it on,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Neutral,1.0
68,5,2023-03-05,Love this lip masks so much I bought so many other flavours and if you have been thinking about getting it just buy it. It is literally so good. I would literally spend all my money on this. I’m not joking it’s literally amazing. ￼,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
69,3,2023-03-05,I think this is overpriced for what it is - lip balm. It is nice though and when I apply it my lips feel nice. Definitely a luxury and not a need.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
70,5,2023-03-05,I love this product because it keeps by lips really hydrated in the cold weather!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,1.0
71,5,2023-03-05,"Received a sample and had to buy the full size immediately after I finished it. I’ve used a lot of Blistex and other chapsticks, and I think this really helped heal my chapped lips. Definitely recommend!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
72,4,2023-03-05,I love this product so much I use it day and night. It’s so hydrating and it’s like a lipgloss! ￼,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
73,4,2023-03-05,Love the flavour et my lips are soft in the morning,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
74,5,2023-03-05,"I know this doesn’t work for everyone but it sure works for me! I use it at night and wake up to moisturized lips. A big caveat is that if I’m not drinking water (ie. that time I lost my water bottle for three days), there is no amount of lip balm that will fix my dry lips. Also, if you like the Japanese grape flavour, this is what the balm smells like exactly. Which in my case, is the perfect scenario. Not greasy or sticky and no flavour if you eat it. A little goes a long way imo so the price is a good deal for me.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
75,5,2023-03-05,I’ve repurchased many times make sure to keep spatula so you don’t use your fingers so you don’t get bacteria in it,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
76,3,2023-03-04,"I have a sample size of this product. It is very glossy and looks nice when first applied. Unfortunately, upon leaving it on overnight I found my lips chapped in the morning and flaky.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
77,5,2023-03-04,This has really helped my dry lips especially in the winter. A must have in my routine!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
78,4,2023-03-04,Mes lèvres sont beaucoup mieux hydratées après seulement 1 semaine d utilisation ! J ai essayé un autre masque de nuit avant celui la mais il n’était pas efficace ! En plus Laneige sent super bon ! L’app,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
79,4,2023-03-04,"not sticky, looks like gloss but feels like a lip balm or butter. I hate sticky lip products and i love this. looks very pretty too.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
80,3,2023-03-04,"I don’t see the hype for this product. It doesn’t work every time I use it, just once in a while. It gives my lips a nice glow and temporary hydration, but not as a treatment or for long term results. Would not repurchase",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
81,1,2023-03-04,Didn’t enjoy this product. I got it as a birthday gift. I’ve only used it twice. Both times it dried out my lips badly that it took a week to get better. It left my lips more chapped than I began with was,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
82,1,2023-03-04,"This product smells good but that is basically the only good thing. The lip mask feels like a weird bubble gum and looks identical to Vaseline when on your lips. Maybe if this product wasn’t thirty dollars dollarsit would be worth it, but since it’s not I do not recommend it would be worth",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
83,5,2023-03-04,"I adore this product. It is perfect for any time of the day. I used to wear it only before I went to sleep, and it would make my lips so soft by the morning. Now I also use it as lip gloss during the day. It makes my lips look very glossy and plump, similarly to when I wear the Dior lip oils.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
84,4,2023-03-04,"Good product, feels nice on the lips. I wouldn’t say that it is the most hydrating but it definitely looks good on the lips.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
85,5,2023-03-04,Hydrating and smells super yummy. I’ll use this as a quick hydrator while I’m doing makeup if I know I’m putting on lipstick. This little jar will go a long way. Also love that it comes with an applicator.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
86,2,2023-03-03,"I took the sweet candy one, I don’t like it. Bought it 2 months ago, still have it.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
87,5,2023-03-03,my lips have been dry and flake for as long as i can remember. i finally got this and aquaphor and finally noticed a difference. in one night my lips were smooth and every since then have not flaked.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
88,5,2023-03-03,"This product is so cute, especially with the little applicator for your lips. It keeps my lips hydrated really good, and I absolutely love this product. ￼",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
89,5,2023-03-02,I love the feeling of all of lanieges lip masks and was so excited to try this one Yummy candy but not too overpowering,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
90,5,2023-03-02,I use this night and morning and LOVE it. This tub lasts SO long too!!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
91,5,2023-03-02,"its good, i like it, it lives up to the hype. nothing more nothing less. also why tf are we spending $24 on lip balm lol ?!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
92,4,2023-03-02,I love LANEIGE but i dont think this is worth 30$ it is rlly good but i would wait for a sale or get it cheaper online,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
93,5,2023-03-02,good for use all day not just for night made my lips sooo soft,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
94,5,2023-03-02,I love everything laneige and this is no exception. Living in the Midwest in the winter this has literally SAVED my lips from being cracked and sore all winter!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
95,5,2023-03-02,It’s the holy grail of lip hydration. I don’t love the applicator though and feel like it could easily be in a tube instead.,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
96,5,2023-03-02,it’s nice but buy the amazon dupe. Also the application is a bit difficult. They have one with the squeeze tube that’s better,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
97,2,2023-03-02,"I don’t understand the hype, it’s definitely not work the money. Doesn’t stay on very long and doesn’t make a difference in hydration. The vanilla left a film after use. Only good thing is the smell!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
98,5,2023-03-02,"Im the type of person that bites and picks on my lips constantly, and I decided to give this products a try and  apply it the second I go to bed. Few days my lips have never felt so soft",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Negative,1.0
99,5,2023-03-02,"Obsessed. I’ve used the Berry, Mango, and Gummy Bear scents and I love them. I use every night and can still feel them on my lips in the morning. A definite must have.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Neutral,3.0
100,3,2023-03-02,"I tried it first from the mini version Sephora gifted and I loved it so much that it inspired me to get the full version. But what I’ve noticed after using it for quite some time is that it stopped really working. Maybe the mini version is more concentrated, but overall it’s a great product!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
101,5,2023-03-01,Truly nourishing and very sexy wet look too. I use it before going out during winter days,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
102,3,2023-03-01,"I really wanted to love this, but I ended up just liking it. It does hydrate, but it’s not the absolute best out there. I would recommend the berry flavor, as opposed to the vanilla flavor. The vanilla just tastes odd.",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
103,1,2023-03-01,This feels and smells nice but over time it dried my lips out more than any other lip balm/mask I’ve ever put on my lips. My lips were literally peeling after using this for a few weeks and I’ve never had that happen to me before,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
104,5,2023-03-01,I think it’s worth the price because I’ve been using it for about a year and I still have some even though I put a lot on at night and sometimes during the day. It works really well for me and lips feel so soft and moisturized￼ when i wake up,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
105,5,2023-03-01,"i loveeeee this mask!!! it instantly makes my lips hydrated and i wake up to smooth, soft lips! a little goes a long way and this will definitely last a while! i definitely recommend!",Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
106,5,2023-03-01,Love!! So moisturizing and cute. Love putting it on before I go out or before bed and it leaves my lips feeling soft for hours!!,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,Positive,
107,2,2023-03-21,"I really wanted to love this, and I would’ve if it didn’t have fragrance. The smell irritates my skin. The formula is great though, doesn’t dry out my face.",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
108,5,2023-03-19,"Makeup remover, gentle cleanser, and all around perfect product. I see this being my main cleanser for a long time. The product goes a long way and is so easy on my skin. On my 2nd bottle!",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
109,5,2023-03-15,"I have been using this for almost 10 years. Love it as a cleanser and a makeup remover. It smells like cucumber, feels really refreshing on my skin. It is gentle on sensitive skin, but also cleans my pores thoroughly. Would never buy another face cleanser.",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
110,1,2023-03-10,"I wanted to love this so bad because it felt so good to wash my face with this product￼. Unfortunately, after about a week of use, I started to get little bumps along my jaw.",Soy Hydrating Gentle Face Cleanser,fresh,Negative,2.0
111,1,2023-03-09,"I bought this bc i wanted to have a gentle cleanser. Unfortunately, it burns my skin (and my skin is not sensitive at all). I also noticed small bumps with whiteheads appeared after using this. Glad i didn’t pay full price for this!",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
112,5,2023-03-09,"Best facial cleanser I have used! I heard great reviews about it, hesitating to get it so long because of the price. Very gentle and clean feeling, doesn’t strip moisture or exfoliate. Bottle lasts a long time.",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
113,3,2023-03-06,"I found this to be just ok - definitely gentle and nice for the eyes, but didn’t enjoy the scent and didn’t feel as if it cleansed all that much, especially with makeup. It’s good for a quick simple cleanse, perhaps then better suited for someone who uses little to no makeup, but I won’t rebuy.",Soy Hydrating Gentle Face Cleanser,fresh,Positive,
114,1,2023-03-06,The smell is like roses and I don’t feel I get a deep down clean feel,Soy Hydrating Gentle Face Cleanser,fresh,Positive,
115,2,2023-03-19,I wanted to like this but it did nothing but make my skin irritated and red.,Ultra Repair Cream Intense Hydration,First Aid Beauty,Neutral,0.0
116,1,2023-03-18,"As someone with ezcema around on cheeks and eyes, this product did not work. I tried it only on my cheeks to be safe, and it immediately stung. I felt 10x better when I wiped it off.",Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
117,5,2023-03-17,Wonderful moisturizer for my sensitive skin. Helps my redness and dryness especially during the colder months. Really a great overall moisturizer for both face and hands if you buy the on the go size!,Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
118,4,2023-03-17,Pleasant light fragrance that doesn’t irritate the skin. Non-greasy. Not too thick. Only problem is that it pills at times under makeup.,Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
119,2,2023-03-17,"I like the consistency and the smell, but everything else is an L. It makes me breakout in cystic pimples every time I use it, and I have drug store moisturizers that are more hydrating. Not a fan!",Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
120,5,2023-03-16,"I appreciate this product so much! prior to it I was using cerave, thought I had no problem with it but since switching i stopped getting acne! never knew it was because of my moisturizer. my skin loves thick moisturizers especially in the winter. this was good medium consistency for me. not super thick and not thin.",Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
121,5,2023-03-16,Best moisturizer for face that is not very expensive.,Ultra Repair Cream Intense Hydration,First Aid Beauty,Positive,
122,1,2023-03-13,"This is the worst moisturizer I have used. And I’ve used so so many. It irritates my skin to the point of red patches and flakes, it pills under makeup. I’m able to use it on my body so I don’t think it’s an allergy but I won’t repurchase",Ultra Repair Cream Intense Hydration,First Aid Beauty,Neutral,2.0
